 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
50839,61,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32786.88525,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16393.44262,16393.44262,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,115,253,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46477,1,1,53,98,53,53,53.0,0.0,98,98,98.0,0.0,3248.91882,43.03203735,46477.0,0.0,46477,46477,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21.51601868,21.51601868,53,98,68.0,25.98076211,675.0,0,0,0,0,0,0,0,0,1,102.0,53.0,98.0,20,0,0,0,0,0,0,1,53,1,98,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9535,75,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,80000.0,26666.66667,75.0,0.0,75,75,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,13333.33333,13333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,99022761,8,6,346,11595,346,0,43.25,122.3294731,8688,0,1932.5,3384.303045,120.5884372,0.141381636,7617135.462,27400000.0,98900000,1,98900000,14100000.0,37400000.0,98900000,1,150448,30089.6,60641.73282,138181,47,0,0,0,0,264,200,0.080789507,0.06059213,0,8688,796.0666667,2240.675232,5020625.495,0,0,0,0,1,0,0,0,0,852.9285714,43.25,1932.5,264,0,0,0,0,0,0,8,346,6,11595,274,235,1,32,1953.0,0.0,1953,1953,98900000.0,0.0,98900000,98900000,DoS
443,118256611,15,15,1061,4694,393,0,70.73333333,107.7785207,1430,0,312.9333333,506.6991876,48.66535538,0.253685606,4077814.172,15200000.0,58900000,1,118000000,8446900.786,21400000.0,59000000,33,118000000,8441655.857,21400000.0,59000000,1,0,0,0,0,312,312,0.126842803,0.126842803,0,1430,185.6451613,375.6156323,141087.1032,0,0,0,1,0,0,0,0,1,191.8333333,70.73333333,312.9333333,312,0,0,0,0,0,0,15,1061,15,4694,8192,360,14,20,152508.0,111277.3942,231193,73823,58900000.0,5164.000823,58900000,58900000,BENIGN
443,4681305,3,1,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,9.185472854,0.854462591,1560435.0,2680492.734,4655566,49,4681305,2340652.5,3310113.214,4681256,49,0,0.0,0.0,0,0,0,0,0,0,60,32,0.640846943,0.213615648,0,31,9.8,12.13260071,147.2,0,0,0,0,1,0,0,0,0,12.25,14.33333333,0.0,60,0,0,0,0,0,0,3,43,1,0,2110,344,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,155,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,1161290.323,25806.45161,51.66666667,84.2931393,149,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,12903.22581,12903.22581,37,53,43.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,64,0,0,0,0,0,0,2,74,2,106,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51706,103,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19417.47573,103.0,0.0,103,103,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,9708.737864,9708.737864,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,126,599,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51489,24,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,500000.0,83333.33333,24.0,0.0,24,24,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41666.66667,41666.66667,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,23,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,2969554,2,2,90,269,49,41,45.0,5.656854249,177,92,134.5,60.1040764,120.8935753,1.347003624,989851.3333,1613346.252,2852338,23342,2875680,2875680.0,0.0,2875680,2875680,2946212,2946212.0,0.0,2946212,2946212,0,0,0,0,64,52,0.673501812,0.673501812,41,177,81.6,56.97192291,3245.8,0,0,0,0,0,0,0,0,1,102.0,45.0,134.5,64,0,0,0,0,0,0,2,90,2,269,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
17566,33473,2,1,44,6,38,6,22.0,22.627417,6,6,6.0,0.0,1493.741224,89.62447346,16736.5,23512.00758,33362,111,33473,33473.0,0.0,33473,33473,0,0.0,0.0,0,0,1,0,0,0,40,20,59.74964897,29.87482449,6,38,22.0,18.47520861,341.3333333,0,1,0,0,1,0,0,0,0,29.33333333,22.0,6.0,40,0,0,0,0,0,0,2,44,1,6,351,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,62125897,12,12,1127,2115,573,0,93.91666667,208.6338499,709,0,176.25,316.4579895,52.18435719,0.38631233,2701125.957,4409026.881,9984431,76,61400000,5585753.091,5064982.436,10000000,42439,62100000,5643962.455,5044623.786,10000000,1171,0,0,0,0,264,324,0.193156165,0.193156165,0,709,129.68,261.2949674,68275.06,0,0,0,1,0,0,0,0,1,135.0833333,93.91666667,176.25,264,0,0,0,0,0,0,12,1127,12,2115,8192,66,10,20,287485.0,590229.5501,1492286,46410,9953062.333,76554.64328,9984431,9796796,BENIGN
80,85384825,8,6,395,11595,395,0,49.375,139.6535893,5792,0,1932.5,2181.008184,140.4230787,0.163963561,6568063.462,23600000.0,85200000,4,85300000,12200000.0,32200000.0,85200000,4,143551,28710.2,58062.2033,132229,45,0,0,0,0,264,200,0.093693464,0.070270098,0,5792,799.3333333,1620.479191,2625952.81,0,0,0,0,1,0,0,0,0,856.4285714,49.375,1932.5,264,0,0,0,0,0,0,8,395,6,11595,274,235,1,32,1268.0,0.0,1268,1268,85200000.0,0.0,85200000,85200000,DoS
80,1014742,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,11463.99775,7.883777354,144963.1429,383119.3522,1013796,7,784,392.0,429.920923,696,88,1014729,253682.25,506742.6589,1013796,7,0,0,0,0,72,112,2.956416508,4.927360846,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,176,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,931818.1818,22727.27273,58.66666667,96.41749495,170,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,80,80,11363.63636,11363.63636,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,80,0,0,0,0,0,0,2,66,2,98,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,511561,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,22728.47226,13.68360762,85260.16667,207069.0346,507930,34,3365,1682.5,2310.117854,3316,49,511527,170509.0,292219.5902,507930,189,0,0,0,0,72,92,5.864403268,7.819204357,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,593714,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,19593.60904,13.47450119,84816.28571,223925.3029,592631,13,800,400.0,434.1635636,707,93,593539,148384.75,296164.3229,592631,13,0,0,0,0,72,112,5.052937947,8.421563244,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
55709,6717658,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.359010536,0.893168423,1343531.6,2984371.891,6682081,3,0,0.0,0.0,0,0,6684831,1671207.75,3340582.242,6682081,3,0,0,0,0,20,100,0.148861404,0.744307019,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,35577.0,0.0,35577,35577,6682081.0,0.0,6682081,6682081,BENIGN
53,161581,2,2,78,340,39,39,39.0,0.0,170,170,170.0,0.0,2586.937821,24.75538584,53860.33333,93285.36975,161577,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,80,64,12.37769292,12.37769292,39,170,91.4,71.75165503,5148.3,0,0,0,0,0,0,0,0,1,114.25,39.0,170.0,80,0,0,0,0,0,0,2,78,2,340,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
7019,21,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,285714.2857,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,47619.04762,47619.04762,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
123,23922,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,4013.042388,83.60504975,23922.0,0.0,23922,23922,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.80252487,41.80252487,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,431955,3,3,586,0,586,0,195.3333333,338.3272577,0,0,0.0,0.0,1356.622796,13.8903358,86391.0,117626.804,215309,49,215329,107664.5,152116.3463,215227,102,216777,108388.5,151421.9674,215460,1317,0,0,0,0,104,104,6.945167899,6.945167899,0,586,83.71428571,221.4871812,49056.57143,0,0,0,1,0,0,0,0,1,97.66666667,195.3333333,0.0,104,0,0,0,0,0,0,3,586,3,0,29200,4966,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,100553780,6,7,796,11595,392,0,132.6666667,200.8966567,4344,0,1656.428571,1947.638216,123.2275903,0.129284051,8379481.667,28900000.0,100000000,2,100000000,20100000.0,44800000.0,100000000,2,101000000,16800000.0,40900000.0,100000000,55,0,0,0,0,176,232,0.059669562,0.069614489,0,4344,885.5,1551.57363,2407380.731,1,0,0,0,0,0,0,0,1,953.6153846,132.6666667,1656.428571,176,0,0,0,0,0,0,6,796,7,11595,0,235,3,20,11980.0,0.0,11980,11980,100000000.0,0.0,100000000,100000000,DoS
53,24190,1,1,37,124,37,37,37.0,0.0,124,124,124.0,0.0,6655.642828,82.67879289,24190.0,0.0,24190,24190,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.33939644,41.33939644,37,124,66.0,50.22947342,2523.0,0,0,0,0,0,0,0,0,1,99.0,37.0,124.0,20,0,0,0,0,0,0,1,37,1,124,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55394,144,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,83333.33333,13888.88889,144.0,0.0,144,144,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6944.444444,6944.444444,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,360,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6995,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,2573.266619,571.8370264,2331.666667,3876.86798,6807,1,6995,3497.5,4944.797721,6994,1,0,0.0,0.0,0,0,0,0,0,0,60,32,428.8777698,142.9592566,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
80,81941286,8,5,56,11601,20,0,7.0,5.656854249,5840,0,2320.2,2634.749552,142.2603985,0.158650183,6828440.5,21100000.0,73300000,1,81900000,11700000.0,27400000.0,73300000,1,43578,10894.5,15606.78157,33206,44,0,0,0,0,172,112,0.097630882,0.061019301,0,5840,833.0714286,1859.875946,3459138.533,0,0,0,0,1,0,0,0,0,897.1538462,7.0,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,980.0,0.0,980,980,40900000.0,45800000.0,73300000,8578772,DDoS
53,479,1,1,58,143,58,58,58.0,0.0,143,143,143.0,0.0,419624.2171,4175.365344,479.0,0.0,479,479,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2087.682672,2087.682672,58,143,86.33333333,49.07477288,2408.333333,0,0,0,0,0,0,0,0,1,129.5,58.0,143.0,32,0,0,0,0,0,0,1,58,1,143,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,97896674,9,6,353,11595,347,0,39.22222222,115.4337232,5792,0,1932.5,2181.008184,122.0470473,0.153222774,6992619.571,26200000.0,97900000,3,97900000,12200000.0,34600000.0,97900000,3,32378,6475.6,9196.359622,20112,45,0,0,0,0,284,200,0.091933665,0.06128911,0,5792,746.75,1578.809615,2492639.8,0,0,0,0,1,0,0,0,0,796.5333333,39.22222222,1932.5,284,0,0,0,0,0,0,9,353,6,11595,251,235,2,20,3008.0,0.0,3008,3008,97900000.0,0.0,97900000,97900000,DoS
53,132956,1,1,55,342,55,55,55.0,0.0,342,342,342.0,0.0,2985.950239,15.04257047,132956.0,0.0,132956,132956,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,7.521285237,7.521285237,55,342,150.6666667,165.6995273,27456.33333,0,0,0,0,0,0,0,0,1,226.0,55.0,342.0,32,0,0,0,0,0,0,1,55,1,342,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22875,87,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,137931.0345,22988.50575,87.0,0.0,87,87,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11494.25287,11494.25287,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,116,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,139,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,86330.93525,14388.48921,139.0,0.0,139,139,139,139.0,0.0,139,139,0,0.0,0.0,0,0,0,0,0,0,40,0,14388.48921,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,63796,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,47081,1,1,49,142,49,49,49.0,0.0,142,142,142.0,0.0,4056.838215,42.47998131,47081.0,0.0,47081,47081,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21.23999065,21.23999065,49,142,80.0,53.69357503,2883.0,0,0,0,0,0,0,0,0,1,120.0,49.0,142.0,32,0,0,0,0,0,0,1,49,1,142,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,32691,1,1,50,114,50,50,50.0,0.0,114,114,114.0,0.0,5016.671255,61.17891774,32691.0,0.0,32691,32691,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,30.58945887,30.58945887,50,114,71.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,107.0,50.0,114.0,20,0,0,0,0,0,0,1,50,1,114,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,68800,1,1,47,154,47,47,47.0,0.0,154,154,154.0,0.0,2921.511628,29.06976744,68800.0,0.0,68800,68800,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.53488372,14.53488372,47,154,82.66666667,61.7764788,3816.333333,0,0,0,0,0,0,0,0,1,124.0,47.0,154.0,20,0,0,0,0,0,0,1,47,1,154,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5077052,9,5,665,2725,342,0,73.88888889,126.6969262,1400,0,545.0,712.0519644,667.7103169,2.757505734,390542.4615,1362378.442,4924425,1,5077052,634631.5,1733571.91,4924425,46,76184,19046.0,21881.85375,40107,4,0,0,0,0,200,108,1.772682257,0.984823476,0,1400,226.0,457.0565767,208900.7143,0,0,0,1,0,0,0,0,0,242.1428571,73.88888889,545.0,200,0,0,0,0,0,0,9,665,5,2725,29200,11256,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,34013,3,6,377,11595,377,0,125.6666667,217.6610515,5792,0,1932.5,2179.547086,351983.0653,264.60471,4251.625,8202.95222,22697,3,10987,5493.5,6334.969653,9973,1014,34010,6802.0,10057.06881,22697,51,0,0,0,0,104,200,88.20156999,176.40314,0,5792,1197.2,1884.696132,3552079.511,0,0,0,1,0,0,0,0,2,1330.222222,125.6666667,1932.5,104,0,0,0,0,0,0,3,377,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS
53,191,2,2,80,180,40,40,40.0,0.0,90,90,90.0,0.0,1361256.545,20942.40838,63.66666667,105.9543927,186,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,10471.20419,10471.20419,40,90,60.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,75.0,40.0,90.0,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,91019,1,1,48,118,48,48,48.0,0.0,118,118,118.0,0.0,1823.795032,21.97343412,91019.0,0.0,91019,91019,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,10.98671706,10.98671706,48,118,71.33333333,40.41451884,1633.333333,0,0,0,0,0,0,0,0,1,107.0,48.0,118.0,32,0,0,0,0,0,0,1,48,1,118,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,176512,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,22004.16969,67.98404641,16046.54545,25558.78014,77743,48,176512,29418.66667,29717.01779,77743,451,120519,30129.75,58345.91095,117631,48,0,0,0,0,152,112,39.65736041,28.326686,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,184,2,2,66,98,33,33,33.0,0.0,49,49,49.0,0.0,891304.3478,21739.13043,61.33333333,103.6355795,181,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,10869.56522,10869.56522,33,49,39.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,49.25,33.0,49.0,40,0,0,0,0,0,0,2,66,2,98,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4055911,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,7.396612007,1.232768668,1013977.75,2027337.5,4054984,273,4055911,1013977.75,2027337.5,4054984,273,0,0.0,0.0,0,0,0,0,0,0,100,0,1.232768668,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,117852040,30,21,3512,6368,439,0,117.0666667,197.4518594,796,0,303.2380952,396.1002278,83.83393279,0.432746009,2357040.8,4178155.693,10000000,12,118000000,4063863.448,4852459.991,10000000,170,113000000,5627863.65,5012186.502,10100000,789,0,0,0,0,968,680,0.254556476,0.178189533,0,796,190.0,304.6533227,92813.64706,0,0,0,1,0,0,0,0,0,193.7254902,117.0666667,303.2380952,968,0,0,0,0,0,0,30,3512,21,6368,29200,300,8,32,211008.3636,620327.3185,2081363,23500,10000000.0,6314.190739,10000000,10000000,BENIGN
53,109181008,2,2,137,347,94,43,68.5,36.06244584,176,171,173.5,3.535533906,4.433005418,0.036636408,36400000.0,63000000.0,109000000,480,109000000,109000000.0,0.0,109000000,109000000,109000000,109000000.0,0.0,109000000,109000000,0,0,0,0,72,72,0.018318204,0.018318204,43,176,105.4,65.5842969,4301.3,0,0,0,0,0,0,0,0,1,131.75,68.5,173.5,72,0,0,0,0,0,0,2,137,2,347,-1,-1,1,32,67420.0,0.0,67420,67420,109000000.0,0.0,109000000,109000000,BENIGN
57792,76841621,7,10,11613,68,5840,0,1659.0,2429.621575,20,0,6.8,5.006662228,152.0139717,0.221234271,4802601.313,18500000.0,74100000,1,76800000,12800000.0,31400000.0,76800000,15,76800000,8532889.111,24600000.0,74100000,1,0,0,0,0,152,212,0.091096465,0.130137806,0,5840,649.2777778,1664.45447,2770408.683,0,0,0,0,1,1,0,0,1,687.4705882,1659.0,6.8,152,0,0,0,0,0,0,7,11613,10,68,229,256,5,20,2756994.0,0.0,2756994,2756994,74100000.0,0.0,74100000,74100000,BENIGN
5431,87,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,91954.02299,22988.50575,87.0,0.0,87,87,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,11494.25287,11494.25287,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
1199,68,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,88235.29412,29411.76471,68.0,0.0,68,68,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,14705.88235,14705.88235,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,10541078,8,7,1418,1149,560,0,177.25,242.1686248,389,0,164.1428571,199.3526428,243.5234802,1.423004364,752934.1429,2653943.979,9971397,68,10500000,1505809.857,3733637.704,9971397,144,10500000,1747955.833,4044418.752,10000000,2217,0,0,0,0,172,152,0.758935661,0.664068703,0,560,160.4375,212.4564171,45137.72917,0,0,0,1,0,0,0,0,0,171.1333333,177.25,164.1428571,172,0,0,0,0,0,0,8,1418,7,1149,8192,248,7,20,569272.0,0.0,569272,569272,9971397.0,0.0,9971397,9971397,BENIGN
22,135,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,88888.88889,14814.81481,135.0,0.0,135,135,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,7407.407407,7407.407407,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,256,245,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,63506,9,4,529,4225,192,0,58.77777778,82.92131478,2896,0,1056.25,1308.658951,74859.06843,204.7050672,5292.166667,6503.795183,17132,9,63506,7938.25,6948.548209,17141,48,45319,15106.33333,13903.54402,27696,184,0,0,0,0,296,136,141.7188927,62.98617453,0,2896,339.5714286,787.9964578,620938.4176,0,0,0,1,0,0,0,0,0,365.6923077,58.77777778,1056.25,296,0,0,0,0,0,0,9,529,4,4225,29200,59,4,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,162717,9,6,516,5808,190,0,57.33333333,74.1569282,1512,0,968.0,748.1625492,38865.02332,92.18459042,11622.64286,22223.94507,53284,4,162717,20339.625,27530.54538,55974,4,56699,11339.8,23780.35853,53846,69,0,0,0,0,192,132,55.31075425,36.87383617,0,1512,395.25,632.1865231,399659.8,0,0,0,1,0,0,0,0,0,421.6,57.33333333,968.0,192,0,0,0,0,0,0,9,516,6,5808,8192,343,8,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31320,2,2,92,284,46,46,46.0,0.0,142,142,142.0,0.0,12005.10856,127.7139208,10440.0,18076.54826,31313,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,63.85696041,63.85696041,46,142,84.4,52.58136552,2764.8,0,0,0,0,0,0,0,0,1,105.5,46.0,142.0,40,0,0,0,0,0,0,2,92,2,284,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,127,3,0,65,0,53,6,21.66666667,27.13546265,0,0,0.0,0.0,511811.0236,23622.04724,63.5,21.92031022,79,48,127,63.5,21.92031022,79,48,0,0.0,0.0,0,0,0,0,0,0,60,0,23622.04724,0.0,6,53,17.75,23.5,552.25,0,0,0,0,1,0,0,0,0,23.66666667,21.66666667,0.0,60,0,0,0,0,0,0,3,65,0,0,256,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85028298,6,7,335,11595,335,0,55.83333333,136.7631773,4344,0,1656.428571,1547.737688,140.3062308,0.152890277,7085691.5,24500000.0,84900000,1,84900000,17000000.0,38000000.0,84900000,1,148596,24766.0,53880.6168,134168,47,0,0,0,0,200,232,0.070564743,0.082325534,0,4344,852.1428571,1345.230941,1809646.286,0,0,0,0,1,0,0,0,1,917.6923077,55.83333333,1656.428571,200,0,0,0,0,0,0,6,335,7,11595,251,235,1,32,8.0,0.0,8,8,84900000.0,0.0,84900000,84900000,DoS
